PhraseID,old_file,new_file,status
2618,2463_cxu_estas_minibaro_en_mia_cxambro.wav,2463_cxu_estas_trinkejeto_en_mia_cxambro.wav,moved_to:2463_cxu_estas_minibaro_en_mia_cxambro.wav
2780,2625_cxu_vi_uzis_la_minibaron.wav,2625_cxu_vi_uzis_la_cxambran_fridujeton.wav,moved_to:2625_cxu_vi_uzis_la_minibaron.wav
2798,2643_kiom_oni_fakturis_al_mi_por_la_minibaro.wav,2643_kiom_oni_fakturis_al_mi_por_la_trinkajxoj_el_la_cxambra_sxranketo.wav,moved_to:2643_kiom_oni_fakturis_al_mi_por_la_minibaro.wav
